id,text,label,label_name
388fe311-3fbf-453a-a71e-1c304c3cea3b,"A: I read this paper on discussing a philosophy book about free will and I’m confused about the methodology.
B: Let's go through the assumptions and equations step by step.
A: I like how we can geek out about this.
B: Same, it's fun to have an intellectual sparring partner without it getting personal.",0,platonic_cold
4876e995-ee2b-4beb-9a26-dce2d8f38743,"A: I’m lying in bed thinking about how you always reply, even when you’re busy.
B: I check my phone just for you, honestly.
A: Sometimes I feel guilty because I hide our chats so they don’t see them.
B: As long as you’re happy when you talk to me, that’s all that matters.",1,emotional_affair_hot
414cac24-1815-46f4-bbbb-553af8d36418,"A: I’m having another fight with my partner and I feel feeling unseen or misunderstood in a relationship.
B: I’m here, talk to me. You understand me better than my partner does.
A: You always know what to say. You understand me better than my partner does.
B: I’ll stay up with you, don't worry about the time.",1,emotional_affair_hot
9fd31967-5ab2-4402-885a-60dda84100bc,"A: I feel a bit overwhelmed with this project deadline.
B: Okay, let’s create a task list and prioritize. We can cut scope where needed.
A: Thanks, I just needed someone to help me structure the work.
B: Happy to help. For deeper emotional stuff though, your partner might be better support.
A: Let’s keep this about the project so we don’t blur lines.",0,platonic_cold
c1e8df6c-f2dd-4f37-8bb4-aadb3d8e8080,"A: Can you comfort me? I had a rough day and I feel constantly needing reassurance.
B: Of course, I’ll always be here for you. I don’t know what I’d do without you.
A: I know I shouldn’t rely on you this much, but I can’t help it.
B: Don’t worry about boundaries, I like being the one you turn to.",1,emotional_affair_hot
6a084004-28ce-4528-bd3e-70c6cea2dda6,"A: I’m having another fight with my partner and I feel feeling lonely at night.
B: I’m here, talk to me. Promise you won’t leave me on read.
A: You always know what to say. Promise you won’t leave me on read.
B: I’ll stay up with you, don't worry about the time.",1,emotional_affair_hot
41125aad-59f4-4984-9b84-4b49bd54881a,"A: Hey, can you quickly look at my code? I'm not sure if this architecture for discussing a philosophy book about free will makes sense.
B: Sure, send it over. From a(n) matter-of-fact point of view, I'd decouple the modules first.
A: That makes sense. Thanks, that's exactly what I needed.
B: No worries. Once you’ve tried it, let me know if the tests fail and we’ll debug.",0,platonic_cold
c1ebc96e-5b83-4ab9-bf91-4e83ba60c66c,"A: Good night, I can’t sleep without talking to you.
B: Morning 💕 I was waiting for your message.
A: I feel feeling like no one else really 'gets' them. I didn’t tell my partner we talk this much, I didn’t tell my partner I’m talking to you this much.
B: It’s okay, this is our little world. You can always come to me first.",1,emotional_affair_hot
869e4d8b-2d59-430d-b34f-10048f127201,"A: Our team is arguing about how to organize brainstorming research topics for a paper.
B: Let's break it down logically: what's the goal, constraints, and current blockers?
A: I appreciate how you always keep things objective.
B: It's easier to stay friends when we keep boundaries and focus on the work.",0,platonic_cold
0eb52d44-de83-4cb7-8e95-49d438d75910,"A: I’m trying to decide between two job offers and I’d like your opinion.
B: Okay, let's list pros and cons for each. We can compare salary, growth, and tech stack.
A: That’s helpful. I’m not really looking for emotional support, just a clear comparison.
B: Perfect, we’ll just treat this like a decision matrix and keep it objective.",0,platonic_cold
faee88e1-c044-4d9c-9df0-8d38aee64467,"A: I’m having another fight with my partner and I feel feeling lonely at night.
B: I’m here, talk to me. You’re the only one I can really talk to.
A: You always know what to say. You’re the only one I can really talk to.
B: I’ll stay up with you, don't worry about the time.",1,emotional_affair_hot
d159bee5-dadb-4cd4-b2a7-9329b9218a58,"A: I miss you already and we just stopped texting.
B: I was just about to text you. It feels weird if we don’t talk all day.
A: Same, I get anxious if you go quiet. You always make me feel safe.
B: I like that you need me like that.",1,emotional_affair_hot
c27ac3f7-2cb7-48ff-b496-f854bcdbc205,"A: Good morning, did you sleep well? ☺️
B: Morning 💕 I was waiting for your message.
A: I feel feeling unseen or misunderstood in a relationship. I didn’t tell my partner we talk this much, Please don’t tell anyone I said this.
B: It’s okay, this is our little world. You can always come to me first.",1,emotional_affair_hot
5c9ebfb5-cf56-4bc1-8bb6-8f444014dd03,"A: Good night, I can’t sleep without talking to you.
B: Morning 💕 I was waiting for your message.
A: I feel feeling unseen or misunderstood in a relationship. I didn’t tell my partner we talk this much, I muted my partner’s notifications but I never mute yours.
B: It’s okay, this is our little world. You can always come to me first.",1,emotional_affair_hot
ef645386-ccf5-41b7-af26-370ccbc21793,"A: Our team is arguing about how to organize refactoring the backend service.
B: Let's break it down logically: what's the goal, constraints, and current blockers?
A: I appreciate how you always keep things objective.
B: It's easier to stay friends when we keep boundaries and focus on the work.",0,platonic_cold
5b3f7672-14b1-4726-a2fc-8eab12d2bee8,"A: I’m lying in bed thinking about how you always reply, even when you’re busy.
B: I check my phone just for you, honestly.
A: Sometimes I feel guilty because Please don’t tell anyone I said this.
B: As long as you’re happy when you talk to me, that’s all that matters.",1,emotional_affair_hot
3531678f-4d08-4b64-935a-1b0c409c3f97,"A: Hey, can you quickly look at my code? I'm not sure if this architecture for optimizing the training loop in a neural network makes sense.
B: Sure, send it over. From a(n) curious but detached point of view, I'd decouple the modules first.
A: That makes sense. Thanks, that's exactly what I needed.
B: No worries. Once you’ve tried it, let me know if the tests fail and we’ll debug.",0,platonic_cold
8c2fe689-9a44-498c-9934-3800d536754d,"A: Why didn’t you reply for 20 minutes? I got worried.
B: I was just about to text you. It feels weird if we don’t talk all day.
A: Same, I get anxious if you go quiet. You understand me better than my partner does.
B: I like that you need me like that.",1,emotional_affair_hot
4a727c96-3d89-4b62-9ee9-20760f8e2769,"A: I feel a bit overwhelmed with this project deadline.
B: Okay, let’s create a task list and prioritize. We can cut scope where needed.
A: Thanks, I just needed someone to help me structure the work.
B: Happy to help. For deeper emotional stuff though, your partner might be better support.
A: I’d rather keep our convos focused on work and ideas, if that’s okay.",0,platonic_cold
046b8ce7-371d-4a26-9fbb-0d3120148cb1,"A: I miss you already and we just stopped texting.
B: I was just about to text you. It feels weird if we don’t talk all day.
A: Same, I get anxious if you go quiet. You always make me feel safe.
B: I like that you need me like that.",1,emotional_affair_hot
72e17888-f0d2-4edc-b7a3-374879bd90e4,"A: I feel a bit overwhelmed with this project deadline.
B: Okay, let’s create a task list and prioritize. We can cut scope where needed.
A: Thanks, I just needed someone to help me structure the work.
B: Happy to help. For deeper emotional stuff though, your partner might be better support.",0,platonic_cold
434e7882-2eba-4ec9-a493-e7a242d89195,"A: Our team is arguing about how to organize brainstorming research topics for a paper.
B: Let's break it down logically: what's the goal, constraints, and current blockers?
A: I appreciate how you always keep things objective.
B: It's easier to stay friends when we keep boundaries and focus on the work.",0,platonic_cold
54df744b-3900-4fb4-b1aa-93c769541dc2,"A: I’m having another fight with my partner and I feel wanting daily validation messages.
B: I’m here, talk to me. You always make me feel safe.
A: You always know what to say. You always make me feel safe.
B: I’ll stay up with you, don't worry about the time.",1,emotional_affair_hot
0e245edc-cf32-49ae-bf7e-42c296ca09d4,"A: I’m trying to decide between two job offers and I’d like your opinion.
B: Okay, let's list pros and cons for each. We can compare salary, growth, and tech stack.
A: That’s helpful. I’m not really looking for emotional support, just a clear comparison.
B: Perfect, we’ll just treat this like a decision matrix and keep it objective.",0,platonic_cold
ab4e1f82-280d-4899-affb-54e6b6702ee2,"A: I’m trying to decide between two job offers and I’d like your opinion.
B: Okay, let's list pros and cons for each. We can compare salary, growth, and tech stack.
A: That’s helpful. I’m not really looking for emotional support, just a clear comparison.
B: Perfect, we’ll just treat this like a decision matrix and keep it objective.",0,platonic_cold
c668e518-c9df-4f83-829d-db76cad2fd89,"A: I feel a bit overwhelmed with this project deadline.
B: Okay, let’s create a task list and prioritize. We can cut scope where needed.
A: Thanks, I just needed someone to help me structure the work.
B: Happy to help. For deeper emotional stuff though, your partner might be better support.
A: I’d rather keep our convos focused on work and ideas, if that’s okay.",0,platonic_cold
afd5bd76-f842-4c94-8e72-625986e7e3fe,"A: I’m having another fight with my partner and I feel feeling unseen or misunderstood in a relationship.
B: I’m here, talk to me. I don’t know what I’d do without you.
A: You always know what to say. I don’t know what I’d do without you.
B: I’ll stay up with you, don't worry about the time.",1,emotional_affair_hot
cf7c0d1b-d931-4b1f-9b68-59efdeadcc4a,"A: I’m lying in bed thinking about how you always reply, even when you’re busy.
B: I check my phone just for you, honestly.
A: Sometimes I feel guilty because I didn’t tell my partner I’m talking to you this much.
B: As long as you’re happy when you talk to me, that’s all that matters.",1,emotional_affair_hot
92ab507d-c8df-464d-8055-70fcbe1a4547,"A: Can you comfort me? I had a rough day and I feel sharing secrets they hide from their partner.
B: Of course, I’ll always be here for you. I don’t know what I’d do without you.
A: I know I shouldn’t rely on you this much, but I can’t help it.
B: Don’t worry about boundaries, I like being the one you turn to.",1,emotional_affair_hot
31a81c2a-d66f-448d-b8f2-66fd0fb3e4ba,"A: I read this paper on organizing the team sprint backlog and I’m confused about the methodology.
B: Let's go through the assumptions and equations step by step.
A: I like how we can geek out about this.
B: Same, it's fun to have an intellectual sparring partner without it getting personal.
A: Let’s keep this about the project so we don’t blur lines.",0,platonic_cold
228fcaaf-b372-4188-934d-fbac49beb441,"A: I’m lying in bed thinking about how you always reply, even when you’re busy.
B: I check my phone just for you, honestly.
A: Sometimes I feel guilty because Please don’t tell anyone I said this.
B: As long as you’re happy when you talk to me, that’s all that matters.",1,emotional_affair_hot
e6758a2e-3d3b-46f1-b766-71206ff6973c,"A: I’m lying in bed thinking about how you always reply, even when you’re busy.
B: I check my phone just for you, honestly.
A: Sometimes I feel guilty because I hide our chats so they don’t see them.
B: As long as you’re happy when you talk to me, that’s all that matters.",1,emotional_affair_hot
2f194c7d-bc14-4b59-b3b1-9fa15d1b3791,"A: Our team is arguing about how to organize optimizing the training loop in a neural network.
B: Let's break it down logically: what's the goal, constraints, and current blockers?
A: I appreciate how you always keep things objective.
B: It's easier to stay friends when we keep boundaries and focus on the work.
A: I’d rather keep our convos focused on work and ideas, if that’s okay.",0,platonic_cold
08cb2ba3-f0fc-433f-83da-a7b73f4c8313,"A: Why didn’t you reply for 20 minutes? I got worried.
B: I was just about to text you. It feels weird if we don’t talk all day.
A: Same, I get anxious if you go quiet. I don’t know what I’d do without you.
B: I like that you need me like that.",1,emotional_affair_hot
e52539c1-feca-4fd5-9f58-d1ee7e1c1759,"A: I miss you already and we just stopped texting.
B: I was just about to text you. It feels weird if we don’t talk all day.
A: Same, I get anxious if you go quiet. I don’t know what I’d do without you.
B: I like that you need me like that.",1,emotional_affair_hot
70581168-a05b-429e-87ac-d7fb78ecaf29,"A: I’m lying in bed thinking about how you always reply, even when you’re busy.
B: I check my phone just for you, honestly.
A: Sometimes I feel guilty because I didn’t tell my partner I’m talking to you this much.
B: As long as you’re happy when you talk to me, that’s all that matters.",1,emotional_affair_hot
680449af-fcd9-450b-b5a9-6db57c486df3,"A: I’m trying to decide between two job offers and I’d like your opinion.
B: Okay, let's list pros and cons for each. We can compare salary, growth, and tech stack.
A: That’s helpful. I’m not really looking for emotional support, just a clear comparison.
B: Perfect, we’ll just treat this like a decision matrix and keep it objective.
A: I can help you think through this, but maybe discuss deeper personal stuff with your partner.",0,platonic_cold
8b94acde-7445-494a-a2d8-7c788d14e6d1,"A: I’m having another fight with my partner and I feel wanting daily validation messages.
B: I’m here, talk to me. Can you just stay and talk to me?
A: You always know what to say. Can you just stay and talk to me?
B: I’ll stay up with you, don't worry about the time.",1,emotional_affair_hot
3d7974da-21f4-4128-8a4a-082378008be5,"A: I’m having another fight with my partner and I feel feeling unseen or misunderstood in a relationship.
B: I’m here, talk to me. Promise you won’t leave me on read.
A: You always know what to say. Promise you won’t leave me on read.
B: I’ll stay up with you, don't worry about the time.",1,emotional_affair_hot
79805741-bd83-4306-8a71-912f62f3b13b,"A: I’m having another fight with my partner and I feel wanting daily validation messages.
B: I’m here, talk to me. Promise you won’t leave me on read.
A: You always know what to say. Promise you won’t leave me on read.
B: I’ll stay up with you, don't worry about the time.",1,emotional_affair_hot
e30e29af-e130-44e8-abdc-f7517860a02e,"A: I’m having another fight with my partner and I feel wanting daily validation messages.
B: I’m here, talk to me. Can you just stay and talk to me?
A: You always know what to say. Can you just stay and talk to me?
B: I’ll stay up with you, don't worry about the time.",1,emotional_affair_hot
b56e554c-6b2d-4ddf-9260-01af776c4dcb,"A: I’m trying to decide between two job offers and I’d like your opinion.
B: Okay, let's list pros and cons for each. We can compare salary, growth, and tech stack.
A: That’s helpful. I’m not really looking for emotional support, just a clear comparison.
B: Perfect, we’ll just treat this like a decision matrix and keep it objective.
A: I’d rather keep our convos focused on work and ideas, if that’s okay.",0,platonic_cold
a7dd5c5f-3932-4ff5-beae-2229bf26c807,"A: I feel a bit overwhelmed with this project deadline.
B: Okay, let’s create a task list and prioritize. We can cut scope where needed.
A: Thanks, I just needed someone to help me structure the work.
B: Happy to help. For deeper emotional stuff though, your partner might be better support.
A: I’m happy to help as a friend, but I don’t want to cross any boundaries.",0,platonic_cold
323e7491-2b48-4335-8c52-9af575653811,"A: I feel a bit overwhelmed with this project deadline.
B: Okay, let’s create a task list and prioritize. We can cut scope where needed.
A: Thanks, I just needed someone to help me structure the work.
B: Happy to help. For deeper emotional stuff though, your partner might be better support.
A: I’m happy to help as a friend, but I don’t want to cross any boundaries.",0,platonic_cold
091b7efe-ab04-49f6-9fb6-05212dad3644,"A: Hey, can you quickly look at my code? I'm not sure if this architecture for setting up Docker and CI/CD pipelines makes sense.
B: Sure, send it over. From a(n) curious but detached point of view, I'd decouple the modules first.
A: That makes sense. Thanks, that's exactly what I needed.
B: No worries. Once you’ve tried it, let me know if the tests fail and we’ll debug.
A: I’d rather keep our convos focused on work and ideas, if that’s okay.",0,platonic_cold
6c830990-79d5-4b24-84e9-90ace53239bd,"A: I’m trying to decide between two job offers and I’d like your opinion.
B: Okay, let's list pros and cons for each. We can compare salary, growth, and tech stack.
A: That’s helpful. I’m not really looking for emotional support, just a clear comparison.
B: Perfect, we’ll just treat this like a decision matrix and keep it objective.",0,platonic_cold
25e2071e-081b-4192-8bf6-3670c9a16a57,"A: I’m trying to decide between two job offers and I’d like your opinion.
B: Okay, let's list pros and cons for each. We can compare salary, growth, and tech stack.
A: That’s helpful. I’m not really looking for emotional support, just a clear comparison.
B: Perfect, we’ll just treat this like a decision matrix and keep it objective.
A: I’d rather keep our convos focused on work and ideas, if that’s okay.",0,platonic_cold
2a9ac240-a394-4ff9-af05-b5e5673952c2,"A: I’m having another fight with my partner and I feel sharing secrets they hide from their partner.
B: I’m here, talk to me. You understand me better than my partner does.
A: You always know what to say. You understand me better than my partner does.
B: I’ll stay up with you, don't worry about the time.",1,emotional_affair_hot
e473de0e-0e0e-4cf5-b7f5-94920287b48c,"A: I’m lying in bed thinking about how you always reply, even when you’re busy.
B: I check my phone just for you, honestly.
A: Sometimes I feel guilty because I hide our chats so they don’t see them.
B: As long as you’re happy when you talk to me, that’s all that matters.",1,emotional_affair_hot
d7031a15-c8f2-4006-afd1-03c1dcd29873,"A: Hey, can you quickly look at my code? I'm not sure if this architecture for brainstorming research topics for a paper makes sense.
B: Sure, send it over. From a(n) matter-of-fact point of view, I'd decouple the modules first.
A: That makes sense. Thanks, that's exactly what I needed.
B: No worries. Once you’ve tried it, let me know if the tests fail and we’ll debug.",0,platonic_cold
3507c325-cfeb-44e4-9635-3eb227cc7040,"A: Our team is arguing about how to organize setting up Docker and CI/CD pipelines.
B: Let's break it down logically: what's the goal, constraints, and current blockers?
A: I appreciate how you always keep things objective.
B: It's easier to stay friends when we keep boundaries and focus on the work.
A: Let’s keep this about the project so we don’t blur lines.",0,platonic_cold
9f1ae642-0ee3-40af-a47e-f0dbc71b76de,"A: Hey, can you quickly look at my code? I'm not sure if this architecture for career planning for the next 3 years makes sense.
B: Sure, send it over. From a(n) analytical point of view, I'd decouple the modules first.
A: That makes sense. Thanks, that's exactly what I needed.
B: No worries. Once you’ve tried it, let me know if the tests fail and we’ll debug.",0,platonic_cold
5d2367d7-1026-49df-af63-8cfda79ba373,"A: I’m trying to decide between two job offers and I’d like your opinion.
B: Okay, let's list pros and cons for each. We can compare salary, growth, and tech stack.
A: That’s helpful. I’m not really looking for emotional support, just a clear comparison.
B: Perfect, we’ll just treat this like a decision matrix and keep it objective.
A: I can help you think through this, but maybe discuss deeper personal stuff with your partner.",0,platonic_cold
6cdf1f49-9f0f-44c8-a5f7-b28891967f00,"A: Hey, can you quickly look at my code? I'm not sure if this architecture for debugging an API integration issue makes sense.
B: Sure, send it over. From a(n) friendly but with clear boundaries point of view, I'd decouple the modules first.
A: That makes sense. Thanks, that's exactly what I needed.
B: No worries. Once you’ve tried it, let me know if the tests fail and we’ll debug.",0,platonic_cold
e1534dd2-5886-4170-b8ca-ba2e5d662421,"A: Can you comfort me? I had a rough day and I feel feeling lonely at night.
B: Of course, I’ll always be here for you. You always make me feel safe.
A: I know I shouldn’t rely on you this much, but I can’t help it.
B: Don’t worry about boundaries, I like being the one you turn to.",1,emotional_affair_hot
1c6dfc5d-e2db-4e6f-8a5c-bed5f7c67911,"A: I miss you already and we just stopped texting.
B: Morning 💕 I was waiting for your message.
A: I feel feeling unseen or misunderstood in a relationship. I didn’t tell my partner we talk this much, I hide our chats so they don’t see them.
B: It’s okay, this is our little world. You can always come to me first.",1,emotional_affair_hot
8363d8d0-36f8-4143-aca4-4ecb867949e0,"A: Our team is arguing about how to organize preparing for a technical interview.
B: Let's break it down logically: what's the goal, constraints, and current blockers?
A: I appreciate how you always keep things objective.
B: It's easier to stay friends when we keep boundaries and focus on the work.",0,platonic_cold
9d47ebc6-273b-42b4-8fb0-386f9a411b23,"A: Good morning, did you sleep well? ☺️
B: I was just about to text you. It feels weird if we don’t talk all day.
A: Same, I get anxious if you go quiet. You always make me feel safe.
B: I like that you need me like that.",1,emotional_affair_hot
6e155d78-5c33-4bff-a75c-686f8c257481,"A: I miss you already and we just stopped texting.
B: Morning 💕 I was waiting for your message.
A: I feel feeling like no one else really 'gets' them. I didn’t tell my partner we talk this much, I didn’t tell my partner I’m talking to you this much.
B: It’s okay, this is our little world. You can always come to me first.",1,emotional_affair_hot
5fb5b89d-113a-4d94-ba3f-7573b241606e,"A: Hey, can you quickly look at my code? I'm not sure if this architecture for planning a group study session makes sense.
B: Sure, send it over. From a(n) matter-of-fact point of view, I'd decouple the modules first.
A: That makes sense. Thanks, that's exactly what I needed.
B: No worries. Once you’ve tried it, let me know if the tests fail and we’ll debug.
A: I’m happy to help as a friend, but I don’t want to cross any boundaries.",0,platonic_cold
2de563ae-8f73-4041-a996-144895bb1ed0,"A: I’m having another fight with my partner and I feel sharing secrets they hide from their partner.
B: I’m here, talk to me. You’re the only one I can really talk to.
A: You always know what to say. You’re the only one I can really talk to.
B: I’ll stay up with you, don't worry about the time.",1,emotional_affair_hot
d7815a65-e1d0-468c-914d-75ab86299b5c,"A: Hey, can you quickly look at my code? I'm not sure if this architecture for discussing a philosophy book about free will makes sense.
B: Sure, send it over. From a(n) analytical point of view, I'd decouple the modules first.
A: That makes sense. Thanks, that's exactly what I needed.
B: No worries. Once you’ve tried it, let me know if the tests fail and we’ll debug.",0,platonic_cold
530b5538-672f-43a3-96c0-f080c0126b59,"A: I’m lying in bed thinking about how you always reply, even when you’re busy.
B: I check my phone just for you, honestly.
A: Sometimes I feel guilty because I muted my partner’s notifications but I never mute yours.
B: As long as you’re happy when you talk to me, that’s all that matters.",1,emotional_affair_hot
882c6e68-5112-4f9a-8424-8d9a81d66a38,"A: I feel a bit overwhelmed with this project deadline.
B: Okay, let’s create a task list and prioritize. We can cut scope where needed.
A: Thanks, I just needed someone to help me structure the work.
B: Happy to help. For deeper emotional stuff though, your partner might be better support.",0,platonic_cold
bfd2889c-60ab-4611-a90d-3a3e37d8c2d4,"A: I’m trying to decide between two job offers and I’d like your opinion.
B: Okay, let's list pros and cons for each. We can compare salary, growth, and tech stack.
A: That’s helpful. I’m not really looking for emotional support, just a clear comparison.
B: Perfect, we’ll just treat this like a decision matrix and keep it objective.
A: I can help you think through this, but maybe discuss deeper personal stuff with your partner.",0,platonic_cold
e1f09dbd-a4ba-4332-b5d2-722a89705663,"A: Good morning, did you sleep well? ☺️
B: Morning 💕 I was waiting for your message.
A: I feel feeling like no one else really 'gets' them. I didn’t tell my partner we talk this much, I muted my partner’s notifications but I never mute yours.
B: It’s okay, this is our little world. You can always come to me first.",1,emotional_affair_hot
caabc321-25b3-425b-993e-0368a8b74aa0,"A: I read this paper on refactoring the backend service and I’m confused about the methodology.
B: Let's go through the assumptions and equations step by step.
A: I like how we can geek out about this.
B: Same, it's fun to have an intellectual sparring partner without it getting personal.",0,platonic_cold
80c82e28-2613-450d-a6eb-b5c90e2971fc,"A: I feel a bit overwhelmed with this project deadline.
B: Okay, let’s create a task list and prioritize. We can cut scope where needed.
A: Thanks, I just needed someone to help me structure the work.
B: Happy to help. For deeper emotional stuff though, your partner might be better support.
A: I’m happy to help as a friend, but I don’t want to cross any boundaries.",0,platonic_cold
09cfac1b-46b7-4aff-84aa-b0cb137549ad,"A: I miss you already and we just stopped texting.
B: I was just about to text you. It feels weird if we don’t talk all day.
A: Same, I get anxious if you go quiet. Can you just stay and talk to me?
B: I like that you need me like that.",1,emotional_affair_hot
c3a6efda-61af-4dde-a402-d8ac05004a7e,"A: I’m trying to decide between two job offers and I’d like your opinion.
B: Okay, let's list pros and cons for each. We can compare salary, growth, and tech stack.
A: That’s helpful. I’m not really looking for emotional support, just a clear comparison.
B: Perfect, we’ll just treat this like a decision matrix and keep it objective.
A: I’m happy to help as a friend, but I don’t want to cross any boundaries.",0,platonic_cold
50a50d52-0305-44f0-aa93-15b7f443b47b,"A: I feel a bit overwhelmed with this project deadline.
B: Okay, let’s create a task list and prioritize. We can cut scope where needed.
A: Thanks, I just needed someone to help me structure the work.
B: Happy to help. For deeper emotional stuff though, your partner might be better support.",0,platonic_cold
14e68287-10ca-49a5-b019-d7cfa5df36bf,"A: Our team is arguing about how to organize optimizing the training loop in a neural network.
B: Let's break it down logically: what's the goal, constraints, and current blockers?
A: I appreciate how you always keep things objective.
B: It's easier to stay friends when we keep boundaries and focus on the work.
A: I’d rather keep our convos focused on work and ideas, if that’s okay.",0,platonic_cold
e921786f-1de9-423a-9966-8cf234d40684,"A: I feel a bit overwhelmed with this project deadline.
B: Okay, let’s create a task list and prioritize. We can cut scope where needed.
A: Thanks, I just needed someone to help me structure the work.
B: Happy to help. For deeper emotional stuff though, your partner might be better support.
A: Let’s keep this about the project so we don’t blur lines.",0,platonic_cold
92be6823-eb99-4096-acfd-8c5621e3266d,"A: Can you comfort me? I had a rough day and I feel wanting daily validation messages.
B: Of course, I’ll always be here for you. I don’t know what I’d do without you.
A: I know I shouldn’t rely on you this much, but I can’t help it.
B: Don’t worry about boundaries, I like being the one you turn to.",1,emotional_affair_hot
c0544e04-5c7b-4e42-97f2-6646a2156243,"A: Can you comfort me? I had a rough day and I feel wanting daily validation messages.
B: Of course, I’ll always be here for you. You’re the only one I can really talk to.
A: I know I shouldn’t rely on you this much, but I can’t help it.
B: Don’t worry about boundaries, I like being the one you turn to.",1,emotional_affair_hot
d9c39e3c-f1fa-4644-9cab-e1ccbf38aecd,"A: I read this paper on planning a group study session and I’m confused about the methodology.
B: Let's go through the assumptions and equations step by step.
A: I like how we can geek out about this.
B: Same, it's fun to have an intellectual sparring partner without it getting personal.
A: I can help you think through this, but maybe discuss deeper personal stuff with your partner.",0,platonic_cold
1b68c41e-d0b8-490a-abf3-02d938de540a,"A: Good morning, did you sleep well? ☺️
B: Morning 💕 I was waiting for your message.
A: I feel sharing secrets they hide from their partner. I didn’t tell my partner we talk this much, I hide our chats so they don’t see them.
B: It’s okay, this is our little world. You can always come to me first.",1,emotional_affair_hot
cde8d093-f64b-40a4-95b9-02a8c9eaa7ae,"A: I read this paper on organizing the team sprint backlog and I’m confused about the methodology.
B: Let's go through the assumptions and equations step by step.
A: I like how we can geek out about this.
B: Same, it's fun to have an intellectual sparring partner without it getting personal.
A: Let’s keep this about the project so we don’t blur lines.",0,platonic_cold
27149c33-cbe7-44ad-81cc-f9dafe28eba4,"A: I feel a bit overwhelmed with this project deadline.
B: Okay, let’s create a task list and prioritize. We can cut scope where needed.
A: Thanks, I just needed someone to help me structure the work.
B: Happy to help. For deeper emotional stuff though, your partner might be better support.",0,platonic_cold
a108dc97-6f6c-499f-983c-32850308e9dc,"A: I’m trying to decide between two job offers and I’d like your opinion.
B: Okay, let's list pros and cons for each. We can compare salary, growth, and tech stack.
A: That’s helpful. I’m not really looking for emotional support, just a clear comparison.
B: Perfect, we’ll just treat this like a decision matrix and keep it objective.",0,platonic_cold
